Timestamp,CO2,Temperature
2023-04-08T05:47:53,3377,22.8
2023-04-08T05:48:23,3229,22.9
2023-04-08T05:48:53,3203,22.9
2023-04-08T05:49:24,3178,22.9
2023-04-08T05:49:54,3168,22.9
2023-04-08T05:50:24,3155,22.9
2023-04-08T05:50:54,3092,22.9
2023-04-08T05:51:24,3079,23.0
2023-04-08T05:51:54,3072,23.0
2023-04-08T05:52:24,3027,23.0
2023-04-08T05:52:54,2985,23.0
2023-04-08T05:53:24,2963,23.0
2023-04-08T05:53:54,2945,23.0
2023-04-08T05:54:24,2930,23.0
2023-04-08T05:54:55,2916,23.0
2023-04-08T05:55:25,2892,23.0
2023-04-08T05:55:55,2872,22.9
2023-04-08T05:56:25,2795,22.9
2023-04-08T05:56:55,2796,22.9
2023-04-08T05:57:25,2797,22.9
2023-04-08T05:57:55,2787,22.9
2023-04-08T05:58:25,2776,22.9
2023-04-08T05:58:55,2750,22.9
2023-04-08T05:59:25,2743,22.8
2023-04-08T05:59:56,2655,22.8
2023-04-08T06:00:26,2669,22.8
2023-04-08T06:00:56,2674,22.8
2023-04-08T06:01:26,2680,22.8
2023-04-08T06:01:56,2685,22.8
2023-04-08T06:02:26,2685,22.8
2023-04-08T06:02:56,2634,22.8
2023-04-08T06:03:26,2624,22.8
2023-04-08T06:03:56,2646,22.8
2023-04-08T06:04:26,2635,22.8
2023-04-08T06:04:56,2640,22.9
2023-04-08T06:05:27,2640,22.9
2023-04-08T06:05:57,2635,22.9
2023-04-08T06:06:27,2628,22.9
2023-04-08T06:06:57,2622,22.9
2023-04-08T06:07:27,2622,22.9
2023-04-08T06:07:57,2623,22.9
2023-04-08T06:08:27,2622,22.9
2023-04-08T06:08:57,2614,22.9
2023-04-08T06:09:27,2606,23.0
2023-04-08T06:09:57,2600,23.0
2023-04-08T06:10:28,2590,23.0
2023-04-08T06:10:58,2587,23.0
2023-04-08T06:11:28,2583,22.9
2023-04-08T06:11:58,2577,22.9
2023-04-08T06:12:28,2567,22.9
2023-04-08T06:12:58,2558,22.9
2023-04-08T06:13:28,2542,22.9
2023-04-08T06:13:58,2537,22.9
2023-04-08T06:14:28,2534,22.9
2023-04-08T06:14:58,2531,22.9
2023-04-08T06:15:29,2528,22.8
2023-04-08T06:15:59,2519,22.8
2023-04-08T06:16:29,2513,22.8
2023-04-08T06:16:59,2513,22.8
2023-04-08T06:17:29,2503,22.7
2023-04-08T06:17:59,2495,22.8
2023-04-08T06:18:29,2493,22.8
2023-04-08T06:18:59,2484,22.8
2023-04-08T06:19:29,2476,22.8
2023-04-08T06:19:59,2473,22.8
2023-04-08T06:20:30,2456,22.8
2023-04-08T06:21:00,2446,22.8
2023-04-08T06:21:30,2446,22.9
2023-04-08T06:22:00,2443,22.9
2023-04-08T06:22:30,2436,22.9
2023-04-08T06:23:00,2432,22.9
2023-04-08T06:23:30,2430,23.0
2023-04-08T06:24:00,2422,22.9
2023-04-08T06:24:30,2416,22.9
2023-04-08T06:25:00,2408,22.9
2023-04-08T06:25:30,2401,22.9
2023-04-08T06:26:01,2395,22.9
2023-04-08T06:26:31,2384,22.9
2023-04-08T06:27:01,2371,22.9
2023-04-08T06:27:31,2358,23.0
2023-04-08T06:28:01,2357,23.0
2023-04-08T06:28:31,2356,23.0
2023-04-08T06:29:01,2344,23.0
2023-04-08T06:29:31,2330,22.9
2023-04-08T06:30:01,2320,22.9
2023-04-08T06:30:31,2299,22.9
2023-04-08T06:31:02,2291,22.9
2023-04-08T06:31:32,2290,22.9
2023-04-08T06:32:02,2284,22.9
2023-04-08T06:32:32,2286,23.0
2023-04-08T06:33:02,2282,23.0
2023-04-08T06:33:32,2246,22.8
2023-04-08T06:34:02,2254,22.8
2023-04-08T06:34:32,2221,22.8
2023-04-08T06:35:02,2234,22.9
2023-04-08T06:35:32,2246,22.9
2023-04-08T06:36:03,2265,23.0
2023-04-08T06:36:33,2279,23.0
2023-04-08T06:37:03,2294,22.9
2023-04-08T06:37:33,2299,23.0
2023-04-08T06:38:03,2288,23.0
2023-04-08T06:38:33,2279,23.0
2023-04-08T06:39:03,2260,23.0
2023-04-08T06:39:33,2245,23.0
2023-04-08T06:40:03,2237,23.0
2023-04-08T06:40:33,2235,23.1
2023-04-08T06:41:03,2233,23.1
2023-04-08T06:41:34,2227,23.1
2023-04-08T06:42:04,2224,23.2
2023-04-08T06:42:34,2218,23.1
2023-04-08T06:43:04,2215,23.2
2023-04-08T06:43:34,2208,23.2
2023-04-08T06:44:04,2194,23.2
2023-04-08T06:44:34,2190,23.2
2023-04-08T06:45:04,2186,23.2
2023-04-08T06:45:34,2176,23.3
2023-04-08T06:46:04,2170,23.3
2023-04-08T06:46:34,2167,23.3
2023-04-08T06:47:05,2168,23.3
2023-04-08T06:47:35,2165,23.3
2023-04-08T06:48:05,2161,23.4
2023-04-08T06:48:35,2151,23.4
2023-04-08T06:49:05,2145,23.4
2023-04-08T06:49:35,2140,23.4
2023-04-08T06:50:05,2133,23.4
2023-04-08T06:50:35,2125,23.4
2023-04-08T06:51:05,2111,23.4
2023-04-08T06:51:35,2093,23.4
2023-04-08T06:52:06,2091,23.4
2023-04-08T06:52:36,2089,23.4
2023-04-08T06:53:06,2087,23.5
2023-04-08T06:53:36,2086,23.4
2023-04-08T06:54:06,2086,23.5
2023-04-08T06:54:36,2085,23.4
2023-04-08T06:55:06,2082,23.4
2023-04-08T06:55:36,2078,23.4
2023-04-08T06:56:06,2066,23.4
2023-04-08T06:56:36,2023,23.3
2023-04-08T06:57:06,1982,23.3
2023-04-08T06:57:37,1994,23.3
2023-04-08T06:58:07,1999,23.2
2023-04-08T06:58:37,2003,23.2
2023-04-08T06:59:07,1997,23.1
2023-04-08T06:59:37,1988,23.0
2023-04-08T07:00:07,1981,23.0
2023-04-08T07:00:37,1979,23.0
2023-04-08T07:01:07,1964,22.9
2023-04-08T07:01:37,1954,22.9
2023-04-08T07:02:07,1940,22.9
2023-04-08T07:02:38,1942,22.9
2023-04-08T07:03:08,1933,22.9
2023-04-08T07:03:38,1932,23.0
2023-04-08T07:04:08,1935,23.0
2023-04-08T07:04:38,1940,23.0
2023-04-08T07:05:08,1940,23.1
2023-04-08T07:05:38,1940,23.1
2023-04-08T07:06:08,1943,23.1
2023-04-08T07:06:38,1950,23.2
2023-04-08T07:07:08,1953,23.2
2023-04-08T07:07:39,1956,23.2
2023-04-08T07:08:09,1956,23.2
2023-04-08T07:08:39,1957,23.2
2023-04-08T07:09:09,1953,23.2
2023-04-08T07:09:39,1954,23.2
2023-04-08T07:10:09,1948,23.2
2023-04-08T07:10:39,1944,23.2
2023-04-08T07:11:09,1938,23.2
2023-04-08T07:11:39,1933,23.2
2023-04-08T07:12:09,1926,23.1
2023-04-08T07:12:40,1883,23.1
2023-04-08T07:13:10,1880,23.1
2023-04-08T07:13:40,1872,23.0
2023-04-08T07:14:10,1864,22.9
2023-04-08T07:14:40,1867,22.9
2023-04-08T07:15:10,1849,22.8
2023-04-08T07:15:40,1839,22.8
2023-04-08T07:16:10,1838,22.8
2023-04-08T07:16:40,1834,22.8
2023-04-08T07:17:10,1832,22.8
2023-04-08T07:17:40,1824,22.9
2023-04-08T07:18:11,1820,22.9
2023-04-08T07:18:41,1827,23.0
2023-04-08T07:19:11,1831,23.0
2023-04-08T07:19:41,1833,23.1
2023-04-08T07:20:11,1835,23.0
2023-04-08T07:20:41,1834,23.1
2023-04-08T07:21:11,1832,23.1
2023-04-08T07:21:41,1833,23.2
2023-04-08T07:22:11,1831,23.2
2023-04-08T07:22:41,1823,23.2
2023-04-08T07:23:11,1823,23.2
2023-04-08T07:23:42,1822,23.2
2023-04-08T07:24:12,1814,23.2
2023-04-08T07:24:42,1807,23.2
2023-04-08T07:25:12,1808,23.1
2023-04-08T07:25:42,1812,23.1
2023-04-08T07:26:12,1816,23.1
2023-04-08T07:26:42,1820,23.1
2023-04-08T07:27:12,1833,22.9
2023-04-08T07:27:42,1849,22.9
2023-04-08T07:28:12,1848,22.9
2023-04-08T07:28:43,1858,22.9
2023-04-08T07:29:13,1852,22.9
2023-04-08T07:29:43,1847,22.9
2023-04-08T07:30:13,1842,22.9
2023-04-08T07:30:43,1837,22.9
2023-04-08T07:31:13,1834,22.9
2023-04-08T07:31:43,1749,23.0
2023-04-08T07:32:13,1740,23.1
2023-04-08T07:32:43,1748,23.1
2023-04-08T07:33:13,1743,23.2
2023-04-08T07:33:44,1740,23.1
2023-04-08T07:34:14,1747,23.2
2023-04-08T07:34:44,1758,23.2
2023-04-08T07:35:14,1757,23.2
2023-04-08T07:35:44,1757,23.2
2023-04-08T07:36:14,1768,23.2
2023-04-08T07:36:44,1788,23.2
2023-04-08T07:37:14,1868,23.2
2023-04-08T07:37:44,1859,23.2
2023-04-08T07:38:14,1860,23.2
2023-04-08T07:38:45,1870,23.2
2023-04-08T07:39:15,1879,23.2
2023-04-08T07:39:45,1891,23.1
2023-04-08T07:40:15,1907,23.1
2023-04-08T07:40:45,1909,23.1
2023-04-08T07:41:15,1904,23.1
2023-04-08T07:41:45,1902,23.0
2023-04-08T07:42:15,1901,23.0
2023-04-08T07:42:45,1899,23.0
2023-04-08T07:43:15,1898,23.0
2023-04-08T07:43:46,1891,22.9
2023-04-08T07:44:16,1882,22.9
2023-04-08T07:44:46,1887,22.9
2023-04-08T07:45:16,1887,22.9
2023-04-08T07:45:46,1885,23.0
2023-04-08T07:46:16,1883,23.0
2023-04-08T07:46:46,1832,23.1
2023-04-08T07:47:16,1825,23.1
2023-04-08T07:47:46,1837,23.2
